"","SITE","SEASON","SAMPLING_PERIOD","SP","CAPTURES"
"489",13,"Winter",2,"Mimon_bennettii",NA
"503",13,"Winter",3,"Mimon_bennettii",NA
"476",14,"Winter",1,"Mimon_bennettii",NA
"490",14,"Winter",2,"Mimon_bennettii",NA
"504",14,"Winter",3,"Mimon_bennettii",NA
"1639",1,"Summer",1,"Myotis_albescens",NA
"1653",1,"Summer",2,"Myotis_albescens",NA
"1667",1,"Summer",3,"Myotis_albescens",NA
"1640",2,"Summer",1,"Myotis_albescens",NA
"1654",2,"Summer",2,"Myotis_albescens",NA
"1668",2,"Summer",3,"Myotis_albescens",NA
"1641",3,"Summer",1,"Myotis_albescens",NA
"1655",3,"Summer",2,"Myotis_albescens",NA
"1669",3,"Summer",3,"Myotis_albescens",NA
"1642",4,"Summer",1,"Myotis_albescens",NA
"1656",4,"Summer",2,"Myotis_albescens",NA
"1670",4,"Summer",3,"Myotis_albescens",NA
"1643",5,"Summer",1,"Myotis_albescens",NA
"1657",5,"Summer",2,"Myotis_albescens",NA
"1671",5,"Summer",3,"Myotis_albescens",NA
"1644",6,"Summer",1,"Myotis_albescens",NA
"1658",6,"Summer",2,"Myotis_albescens",NA
"1672",6,"Summer",3,"Myotis_albescens",NA
"1645",7,"Summer",1,"Myotis_albescens",NA
"1659",7,"Summer",2,"Myotis_albescens",NA
"1673",7,"Summer",3,"Myotis_albescens",NA
"1646",8,"Summer",1,"Myotis_albescens",NA
"1660",8,"Summer",2,"Myotis_albescens",NA
"1674",8,"Summer",3,"Myotis_albescens",NA
"1647",9,"Summer",1,"Myotis_albescens",NA
"1661",9,"Summer",2,"Myotis_albescens",NA
"1675",9,"Summer",3,"Myotis_albescens",NA
"1648",10,"Summer",1,"Myotis_albescens",NA
"1662",10,"Summer",2,"Myotis_albescens",NA
"1676",10,"Summer",3,"Myotis_albescens",NA
"1649",11,"Summer",1,"Myotis_albescens",NA
"1663",11,"Summer",2,"Myotis_albescens",NA
"1677",11,"Summer",3,"Myotis_albescens",NA
"1650",12,"Summer",1,"Myotis_albescens",NA
"1664",12,"Summer",2,"Myotis_albescens",NA
"1678",12,"Summer",3,"Myotis_albescens",NA
"1651",13,"Summer",1,"Myotis_albescens",NA
"1665",13,"Summer",2,"Myotis_albescens",NA
"1679",13,"Summer",3,"Myotis_albescens",NA
"1652",14,"Summer",1,"Myotis_albescens",NA
"1666",14,"Summer",2,"Myotis_albescens",NA
"1680",14,"Summer",3,"Myotis_albescens",NA
"505",1,"Winter",1,"Myotis_albescens",NA
"519",1,"Winter",2,"Myotis_albescens",NA
"533",1,"Winter",3,"Myotis_albescens",NA
"506",2,"Winter",1,"Myotis_albescens",NA
"520",2,"Winter",2,"Myotis_albescens",NA
"534",2,"Winter",3,"Myotis_albescens",NA
"507",3,"Winter",1,"Myotis_albescens",NA
"521",3,"Winter",2,"Myotis_albescens",NA
"535",3,"Winter",3,"Myotis_albescens",NA
"508",4,"Winter",1,"Myotis_albescens",NA
"522",4,"Winter",2,"Myotis_albescens",NA
"536",4,"Winter",3,"Myotis_albescens",NA
"509",5,"Winter",1,"Myotis_albescens",NA
"523",5,"Winter",2,"Myotis_albescens",NA
"537",5,"Winter",3,"Myotis_albescens",NA
"510",6,"Winter",1,"Myotis_albescens",NA
"524",6,"Winter",2,"Myotis_albescens",NA
"538",6,"Winter",3,"Myotis_albescens",NA
"511",7,"Winter",1,"Myotis_albescens",NA
"525",7,"Winter",2,"Myotis_albescens",NA
"539",7,"Winter",3,"Myotis_albescens",NA
"512",8,"Winter",1,"Myotis_albescens",NA
"526",8,"Winter",2,"Myotis_albescens",NA
"540",8,"Winter",3,"Myotis_albescens",NA
"513",9,"Winter",1,"Myotis_albescens",NA
"527",9,"Winter",2,"Myotis_albescens",NA
"541",9,"Winter",3,"Myotis_albescens",NA
"514",10,"Winter",1,"Myotis_albescens",NA
"528",10,"Winter",2,"Myotis_albescens",NA
"542",10,"Winter",3,"Myotis_albescens",NA
"515",11,"Winter",1,"Myotis_albescens",NA
"529",11,"Winter",2,"Myotis_albescens",NA
"543",11,"Winter",3,"Myotis_albescens",NA
"516",12,"Winter",1,"Myotis_albescens",NA
"530",12,"Winter",2,"Myotis_albescens",NA
"544",12,"Winter",3,"Myotis_albescens",NA
"517",13,"Winter",1,"Myotis_albescens",NA
"531",13,"Winter",2,"Myotis_albescens",NA
"545",13,"Winter",3,"Myotis_albescens",NA
"518",14,"Winter",1,"Myotis_albescens",NA
"532",14,"Winter",2,"Myotis_albescens",NA
"546",14,"Winter",3,"Myotis_albescens",NA
"1681",1,"Summer",1,"Myotis_izecksohni",NA
"1695",1,"Summer",2,"Myotis_izecksohni",NA
"1709",1,"Summer",3,"Myotis_izecksohni",NA
"1682",2,"Summer",1,"Myotis_izecksohni",NA
"1696",2,"Summer",2,"Myotis_izecksohni",NA
"1710",2,"Summer",3,"Myotis_izecksohni",NA
"1683",3,"Summer",1,"Myotis_izecksohni",NA
"1697",3,"Summer",2,"Myotis_izecksohni",NA
"1711",3,"Summer",3,"Myotis_izecksohni",NA
"1684",4,"Summer",1,"Myotis_izecksohni",NA
"1698",4,"Summer",2,"Myotis_izecksohni",NA
"1712",4,"Summer",3,"Myotis_izecksohni",NA
"1685",5,"Summer",1,"Myotis_izecksohni",NA
"1699",5,"Summer",2,"Myotis_izecksohni",NA
"1713",5,"Summer",3,"Myotis_izecksohni",NA
"1686",6,"Summer",1,"Myotis_izecksohni",NA
"1700",6,"Summer",2,"Myotis_izecksohni",NA
"1714",6,"Summer",3,"Myotis_izecksohni",NA
"1687",7,"Summer",1,"Myotis_izecksohni",NA
"1701",7,"Summer",2,"Myotis_izecksohni",NA
"1715",7,"Summer",3,"Myotis_izecksohni",NA
"1688",8,"Summer",1,"Myotis_izecksohni",NA
"1702",8,"Summer",2,"Myotis_izecksohni",NA
"1716",8,"Summer",3,"Myotis_izecksohni",NA
"1689",9,"Summer",1,"Myotis_izecksohni",NA
"1703",9,"Summer",2,"Myotis_izecksohni",NA
"1717",9,"Summer",3,"Myotis_izecksohni",NA
"1690",10,"Summer",1,"Myotis_izecksohni",NA
"1704",10,"Summer",2,"Myotis_izecksohni",NA
"1718",10,"Summer",3,"Myotis_izecksohni",NA
"1691",11,"Summer",1,"Myotis_izecksohni",NA
"1705",11,"Summer",2,"Myotis_izecksohni",NA
"1719",11,"Summer",3,"Myotis_izecksohni",NA
"1692",12,"Summer",1,"Myotis_izecksohni",NA
"1706",12,"Summer",2,"Myotis_izecksohni",NA
"1720",12,"Summer",3,"Myotis_izecksohni",NA
"1693",13,"Summer",1,"Myotis_izecksohni",NA
"1707",13,"Summer",2,"Myotis_izecksohni",NA
"1721",13,"Summer",3,"Myotis_izecksohni",NA
"1694",14,"Summer",1,"Myotis_izecksohni",NA
"1708",14,"Summer",2,"Myotis_izecksohni",NA
"1722",14,"Summer",3,"Myotis_izecksohni",NA
"547",1,"Winter",1,"Myotis_izecksohni",NA
"561",1,"Winter",2,"Myotis_izecksohni",NA
"575",1,"Winter",3,"Myotis_izecksohni",NA
"548",2,"Winter",1,"Myotis_izecksohni",NA
"562",2,"Winter",2,"Myotis_izecksohni",NA
"576",2,"Winter",3,"Myotis_izecksohni",NA
"549",3,"Winter",1,"Myotis_izecksohni",NA
"563",3,"Winter",2,"Myotis_izecksohni",NA
"577",3,"Winter",3,"Myotis_izecksohni",NA
"550",4,"Winter",1,"Myotis_izecksohni",NA
"564",4,"Winter",2,"Myotis_izecksohni",NA
"578",4,"Winter",3,"Myotis_izecksohni",NA
"551",5,"Winter",1,"Myotis_izecksohni",NA
"565",5,"Winter",2,"Myotis_izecksohni",NA
"579",5,"Winter",3,"Myotis_izecksohni",NA
"552",6,"Winter",1,"Myotis_izecksohni",NA
"566",6,"Winter",2,"Myotis_izecksohni",NA
"580",6,"Winter",3,"Myotis_izecksohni",NA
"553",7,"Winter",1,"Myotis_izecksohni",NA
"567",7,"Winter",2,"Myotis_izecksohni",NA
"581",7,"Winter",3,"Myotis_izecksohni",NA
"554",8,"Winter",1,"Myotis_izecksohni",NA
"568",8,"Winter",2,"Myotis_izecksohni",NA
"582",8,"Winter",3,"Myotis_izecksohni",NA
"555",9,"Winter",1,"Myotis_izecksohni",NA
"569",9,"Winter",2,"Myotis_izecksohni",NA
"583",9,"Winter",3,"Myotis_izecksohni",NA
"556",10,"Winter",1,"Myotis_izecksohni",NA
"570",10,"Winter",2,"Myotis_izecksohni",NA
"584",10,"Winter",3,"Myotis_izecksohni",NA
"557",11,"Winter",1,"Myotis_izecksohni",NA
"571",11,"Winter",2,"Myotis_izecksohni",NA
"585",11,"Winter",3,"Myotis_izecksohni",NA
"558",12,"Winter",1,"Myotis_izecksohni",NA
"572",12,"Winter",2,"Myotis_izecksohni",NA
"586",12,"Winter",3,"Myotis_izecksohni",NA
"559",13,"Winter",1,"Myotis_izecksohni",NA
"573",13,"Winter",2,"Myotis_izecksohni",NA
"587",13,"Winter",3,"Myotis_izecksohni",NA
"560",14,"Winter",1,"Myotis_izecksohni",NA
"574",14,"Winter",2,"Myotis_izecksohni",NA
"588",14,"Winter",3,"Myotis_izecksohni",NA
"1723",1,"Summer",1,"Myotis_nigricans",NA
"1737",1,"Summer",2,"Myotis_nigricans",NA
"1751",1,"Summer",3,"Myotis_nigricans",NA
"1724",2,"Summer",1,"Myotis_nigricans",NA
"1738",2,"Summer",2,"Myotis_nigricans",NA
"1752",2,"Summer",3,"Myotis_nigricans",NA
"1725",3,"Summer",1,"Myotis_nigricans",NA
"1739",3,"Summer",2,"Myotis_nigricans",NA
"1753",3,"Summer",3,"Myotis_nigricans",NA
"1726",4,"Summer",1,"Myotis_nigricans",NA
"1740",4,"Summer",2,"Myotis_nigricans",NA
"1754",4,"Summer",3,"Myotis_nigricans",NA
"1727",5,"Summer",1,"Myotis_nigricans",NA
"1741",5,"Summer",2,"Myotis_nigricans",NA
"1755",5,"Summer",3,"Myotis_nigricans",NA
"1728",6,"Summer",1,"Myotis_nigricans",NA
"1742",6,"Summer",2,"Myotis_nigricans",NA
"1756",6,"Summer",3,"Myotis_nigricans",NA
"1729",7,"Summer",1,"Myotis_nigricans",NA
"1743",7,"Summer",2,"Myotis_nigricans",NA
"1757",7,"Summer",3,"Myotis_nigricans",NA
"1730",8,"Summer",1,"Myotis_nigricans",NA
"1744",8,"Summer",2,"Myotis_nigricans",NA
"1758",8,"Summer",3,"Myotis_nigricans",NA
"1731",9,"Summer",1,"Myotis_nigricans",NA
"1745",9,"Summer",2,"Myotis_nigricans",NA
"1759",9,"Summer",3,"Myotis_nigricans",NA
"1732",10,"Summer",1,"Myotis_nigricans",NA
"1746",10,"Summer",2,"Myotis_nigricans",NA
"1760",10,"Summer",3,"Myotis_nigricans",NA
"1733",11,"Summer",1,"Myotis_nigricans",NA
"1747",11,"Summer",2,"Myotis_nigricans",NA
"1761",11,"Summer",3,"Myotis_nigricans",NA
"1734",12,"Summer",1,"Myotis_nigricans",NA
"1748",12,"Summer",2,"Myotis_nigricans",NA
"1762",12,"Summer",3,"Myotis_nigricans",NA
"1735",13,"Summer",1,"Myotis_nigricans",NA
"1749",13,"Summer",2,"Myotis_nigricans",NA
"1763",13,"Summer",3,"Myotis_nigricans",NA
"1736",14,"Summer",1,"Myotis_nigricans",NA
"1750",14,"Summer",2,"Myotis_nigricans",NA
"1764",14,"Summer",3,"Myotis_nigricans",NA
"589",1,"Winter",1,"Myotis_nigricans",NA
"603",1,"Winter",2,"Myotis_nigricans",NA
"617",1,"Winter",3,"Myotis_nigricans",NA
"590",2,"Winter",1,"Myotis_nigricans",NA
"604",2,"Winter",2,"Myotis_nigricans",NA
"618",2,"Winter",3,"Myotis_nigricans",NA
"591",3,"Winter",1,"Myotis_nigricans",NA
"605",3,"Winter",2,"Myotis_nigricans",NA
"619",3,"Winter",3,"Myotis_nigricans",NA
"592",4,"Winter",1,"Myotis_nigricans",NA
"606",4,"Winter",2,"Myotis_nigricans",NA
"620",4,"Winter",3,"Myotis_nigricans",NA
"593",5,"Winter",1,"Myotis_nigricans",NA
"607",5,"Winter",2,"Myotis_nigricans",NA
"621",5,"Winter",3,"Myotis_nigricans",NA
"594",6,"Winter",1,"Myotis_nigricans",NA
"608",6,"Winter",2,"Myotis_nigricans",NA
"622",6,"Winter",3,"Myotis_nigricans",NA
"595",7,"Winter",1,"Myotis_nigricans",NA
"609",7,"Winter",2,"Myotis_nigricans",NA
"623",7,"Winter",3,"Myotis_nigricans",NA
"596",8,"Winter",1,"Myotis_nigricans",NA
"610",8,"Winter",2,"Myotis_nigricans",NA
"624",8,"Winter",3,"Myotis_nigricans",NA
"597",9,"Winter",1,"Myotis_nigricans",NA
"611",9,"Winter",2,"Myotis_nigricans",NA
"625",9,"Winter",3,"Myotis_nigricans",NA
"598",10,"Winter",1,"Myotis_nigricans",NA
"612",10,"Winter",2,"Myotis_nigricans",NA
"626",10,"Winter",3,"Myotis_nigricans",NA
"599",11,"Winter",1,"Myotis_nigricans",NA
"613",11,"Winter",2,"Myotis_nigricans",NA
"627",11,"Winter",3,"Myotis_nigricans",NA
"600",12,"Winter",1,"Myotis_nigricans",NA
"614",12,"Winter",2,"Myotis_nigricans",NA
"628",12,"Winter",3,"Myotis_nigricans",NA
"601",13,"Winter",1,"Myotis_nigricans",NA
"615",13,"Winter",2,"Myotis_nigricans",NA
"629",13,"Winter",3,"Myotis_nigricans",NA
"602",14,"Winter",1,"Myotis_nigricans",NA
"616",14,"Winter",2,"Myotis_nigricans",NA
"630",14,"Winter",3,"Myotis_nigricans",NA
"1765",1,"Summer",1,"Myotis_riparius",NA
"1779",1,"Summer",2,"Myotis_riparius",NA
"1793",1,"Summer",3,"Myotis_riparius",NA
"1766",2,"Summer",1,"Myotis_riparius",NA
"1780",2,"Summer",2,"Myotis_riparius",NA
"1794",2,"Summer",3,"Myotis_riparius",NA
"1767",3,"Summer",1,"Myotis_riparius",NA
"1781",3,"Summer",2,"Myotis_riparius",NA
"1795",3,"Summer",3,"Myotis_riparius",NA
"1768",4,"Summer",1,"Myotis_riparius",NA
"1782",4,"Summer",2,"Myotis_riparius",NA
"1796",4,"Summer",3,"Myotis_riparius",NA
"1769",5,"Summer",1,"Myotis_riparius",NA
"1783",5,"Summer",2,"Myotis_riparius",NA
"1797",5,"Summer",3,"Myotis_riparius",NA
"1770",6,"Summer",1,"Myotis_riparius",NA
"1784",6,"Summer",2,"Myotis_riparius",NA
"1798",6,"Summer",3,"Myotis_riparius",NA
"1771",7,"Summer",1,"Myotis_riparius",NA
"1785",7,"Summer",2,"Myotis_riparius",NA
"1799",7,"Summer",3,"Myotis_riparius",NA
"1772",8,"Summer",1,"Myotis_riparius",NA
"1786",8,"Summer",2,"Myotis_riparius",NA
"1800",8,"Summer",3,"Myotis_riparius",NA
"1773",9,"Summer",1,"Myotis_riparius",NA
"1787",9,"Summer",2,"Myotis_riparius",NA
"1801",9,"Summer",3,"Myotis_riparius",NA
"1774",10,"Summer",1,"Myotis_riparius",NA
"1788",10,"Summer",2,"Myotis_riparius",NA
"1802",10,"Summer",3,"Myotis_riparius",NA
"1775",11,"Summer",1,"Myotis_riparius",NA
"1789",11,"Summer",2,"Myotis_riparius",NA
"1803",11,"Summer",3,"Myotis_riparius",NA
"1776",12,"Summer",1,"Myotis_riparius",NA
"1790",12,"Summer",2,"Myotis_riparius",NA
"1804",12,"Summer",3,"Myotis_riparius",NA
"1777",13,"Summer",1,"Myotis_riparius",NA
"1791",13,"Summer",2,"Myotis_riparius",NA
"1805",13,"Summer",3,"Myotis_riparius",NA
"1778",14,"Summer",1,"Myotis_riparius",NA
"1792",14,"Summer",2,"Myotis_riparius",NA
"1806",14,"Summer",3,"Myotis_riparius",NA
"631",1,"Winter",1,"Myotis_riparius",NA
"645",1,"Winter",2,"Myotis_riparius",NA
"659",1,"Winter",3,"Myotis_riparius",NA
"632",2,"Winter",1,"Myotis_riparius",NA
"646",2,"Winter",2,"Myotis_riparius",NA
"660",2,"Winter",3,"Myotis_riparius",NA
"633",3,"Winter",1,"Myotis_riparius",NA
"647",3,"Winter",2,"Myotis_riparius",NA
"661",3,"Winter",3,"Myotis_riparius",NA
"634",4,"Winter",1,"Myotis_riparius",NA
"648",4,"Winter",2,"Myotis_riparius",NA
"662",4,"Winter",3,"Myotis_riparius",NA
"635",5,"Winter",1,"Myotis_riparius",NA
"649",5,"Winter",2,"Myotis_riparius",NA
"663",5,"Winter",3,"Myotis_riparius",NA
"636",6,"Winter",1,"Myotis_riparius",NA
"650",6,"Winter",2,"Myotis_riparius",NA
"664",6,"Winter",3,"Myotis_riparius",NA
"637",7,"Winter",1,"Myotis_riparius",NA
"651",7,"Winter",2,"Myotis_riparius",NA
"665",7,"Winter",3,"Myotis_riparius",NA
"638",8,"Winter",1,"Myotis_riparius",NA
"652",8,"Winter",2,"Myotis_riparius",NA
"666",8,"Winter",3,"Myotis_riparius",NA
"639",9,"Winter",1,"Myotis_riparius",NA
"653",9,"Winter",2,"Myotis_riparius",NA
"667",9,"Winter",3,"Myotis_riparius",NA
"640",10,"Winter",1,"Myotis_riparius",NA
"654",10,"Winter",2,"Myotis_riparius",NA
"668",10,"Winter",3,"Myotis_riparius",NA
"641",11,"Winter",1,"Myotis_riparius",NA
"655",11,"Winter",2,"Myotis_riparius",NA
"669",11,"Winter",3,"Myotis_riparius",NA
"642",12,"Winter",1,"Myotis_riparius",NA
"656",12,"Winter",2,"Myotis_riparius",NA
"670",12,"Winter",3,"Myotis_riparius",NA
"643",13,"Winter",1,"Myotis_riparius",NA
"657",13,"Winter",2,"Myotis_riparius",NA
"671",13,"Winter",3,"Myotis_riparius",NA
"644",14,"Winter",1,"Myotis_riparius",NA
"658",14,"Winter",2,"Myotis_riparius",NA
"672",14,"Winter",3,"Myotis_riparius",NA
"1807",1,"Summer",1,"Myotis_ruber",NA
"1821",1,"Summer",2,"Myotis_ruber",NA
"1835",1,"Summer",3,"Myotis_ruber",NA
"1808",2,"Summer",1,"Myotis_ruber",NA
"1822",2,"Summer",2,"Myotis_ruber",NA
"1836",2,"Summer",3,"Myotis_ruber",NA
"1809",3,"Summer",1,"Myotis_ruber",NA
"1823",3,"Summer",2,"Myotis_ruber",NA
"1837",3,"Summer",3,"Myotis_ruber",NA
"1810",4,"Summer",1,"Myotis_ruber",NA
"1824",4,"Summer",2,"Myotis_ruber",NA
"1838",4,"Summer",3,"Myotis_ruber",NA
"1811",5,"Summer",1,"Myotis_ruber",NA
"1825",5,"Summer",2,"Myotis_ruber",NA
"1839",5,"Summer",3,"Myotis_ruber",NA
"1812",6,"Summer",1,"Myotis_ruber",NA
"1826",6,"Summer",2,"Myotis_ruber",NA
"1840",6,"Summer",3,"Myotis_ruber",NA
"1813",7,"Summer",1,"Myotis_ruber",NA
"1827",7,"Summer",2,"Myotis_ruber",NA
"1841",7,"Summer",3,"Myotis_ruber",NA
"1814",8,"Summer",1,"Myotis_ruber",NA
"1828",8,"Summer",2,"Myotis_ruber",NA
"1842",8,"Summer",3,"Myotis_ruber",NA
"1815",9,"Summer",1,"Myotis_ruber",NA
"1829",9,"Summer",2,"Myotis_ruber",NA
"1843",9,"Summer",3,"Myotis_ruber",NA
"1816",10,"Summer",1,"Myotis_ruber",NA
"1830",10,"Summer",2,"Myotis_ruber",NA
"1844",10,"Summer",3,"Myotis_ruber",NA
"1817",11,"Summer",1,"Myotis_ruber",NA
"1831",11,"Summer",2,"Myotis_ruber",NA
"1845",11,"Summer",3,"Myotis_ruber",NA
"1818",12,"Summer",1,"Myotis_ruber",NA
"1832",12,"Summer",2,"Myotis_ruber",NA
"1846",12,"Summer",3,"Myotis_ruber",NA
"1819",13,"Summer",1,"Myotis_ruber",NA
"1833",13,"Summer",2,"Myotis_ruber",NA
"1847",13,"Summer",3,"Myotis_ruber",NA
"1820",14,"Summer",1,"Myotis_ruber",NA
"1834",14,"Summer",2,"Myotis_ruber",NA
"1848",14,"Summer",3,"Myotis_ruber",NA
"673",1,"Winter",1,"Myotis_ruber",NA
"687",1,"Winter",2,"Myotis_ruber",NA
"701",1,"Winter",3,"Myotis_ruber",NA
"674",2,"Winter",1,"Myotis_ruber",NA
"688",2,"Winter",2,"Myotis_ruber",NA
"702",2,"Winter",3,"Myotis_ruber",NA
"675",3,"Winter",1,"Myotis_ruber",NA
"689",3,"Winter",2,"Myotis_ruber",NA
"703",3,"Winter",3,"Myotis_ruber",NA
"676",4,"Winter",1,"Myotis_ruber",NA
"690",4,"Winter",2,"Myotis_ruber",NA
"704",4,"Winter",3,"Myotis_ruber",NA
"677",5,"Winter",1,"Myotis_ruber",NA
"691",5,"Winter",2,"Myotis_ruber",NA
"705",5,"Winter",3,"Myotis_ruber",NA
"678",6,"Winter",1,"Myotis_ruber",NA
"692",6,"Winter",2,"Myotis_ruber",NA
"706",6,"Winter",3,"Myotis_ruber",NA
"679",7,"Winter",1,"Myotis_ruber",NA
"693",7,"Winter",2,"Myotis_ruber",NA
"707",7,"Winter",3,"Myotis_ruber",NA
"680",8,"Winter",1,"Myotis_ruber",NA
"694",8,"Winter",2,"Myotis_ruber",NA
"708",8,"Winter",3,"Myotis_ruber",NA
"681",9,"Winter",1,"Myotis_ruber",NA
"695",9,"Winter",2,"Myotis_ruber",NA
"709",9,"Winter",3,"Myotis_ruber",NA
"682",10,"Winter",1,"Myotis_ruber",NA
"696",10,"Winter",2,"Myotis_ruber",NA
"710",10,"Winter",3,"Myotis_ruber",NA
"683",11,"Winter",1,"Myotis_ruber",NA
"697",11,"Winter",2,"Myotis_ruber",NA
"711",11,"Winter",3,"Myotis_ruber",NA
"684",12,"Winter",1,"Myotis_ruber",NA
"698",12,"Winter",2,"Myotis_ruber",NA
"712",12,"Winter",3,"Myotis_ruber",NA
"685",13,"Winter",1,"Myotis_ruber",NA
"699",13,"Winter",2,"Myotis_ruber",NA
"713",13,"Winter",3,"Myotis_ruber",NA
"686",14,"Winter",1,"Myotis_ruber",NA
"700",14,"Winter",2,"Myotis_ruber",NA
"714",14,"Winter",3,"Myotis_ruber",NA
"1849",1,"Summer",1,"Myotis_sp1",NA
"1863",1,"Summer",2,"Myotis_sp1",NA
"1877",1,"Summer",3,"Myotis_sp1",NA
"1850",2,"Summer",1,"Myotis_sp1",NA
"1864",2,"Summer",2,"Myotis_sp1",NA
"1878",2,"Summer",3,"Myotis_sp1",NA
"1851",3,"Summer",1,"Myotis_sp1",NA
"1865",3,"Summer",2,"Myotis_sp1",NA
"1879",3,"Summer",3,"Myotis_sp1",NA
"1852",4,"Summer",1,"Myotis_sp1",NA
"1866",4,"Summer",2,"Myotis_sp1",NA
"1880",4,"Summer",3,"Myotis_sp1",NA
"1853",5,"Summer",1,"Myotis_sp1",NA
"1867",5,"Summer",2,"Myotis_sp1",NA
"1881",5,"Summer",3,"Myotis_sp1",NA
"1854",6,"Summer",1,"Myotis_sp1",NA
"1868",6,"Summer",2,"Myotis_sp1",NA
"1882",6,"Summer",3,"Myotis_sp1",NA
"1855",7,"Summer",1,"Myotis_sp1",NA
"1869",7,"Summer",2,"Myotis_sp1",NA
"1883",7,"Summer",3,"Myotis_sp1",NA
"1856",8,"Summer",1,"Myotis_sp1",NA
"1870",8,"Summer",2,"Myotis_sp1",NA
"1884",8,"Summer",3,"Myotis_sp1",NA
"1857",9,"Summer",1,"Myotis_sp1",NA
"1871",9,"Summer",2,"Myotis_sp1",NA
"1885",9,"Summer",3,"Myotis_sp1",NA
"1858",10,"Summer",1,"Myotis_sp1",NA
"1872",10,"Summer",2,"Myotis_sp1",NA
"1886",10,"Summer",3,"Myotis_sp1",NA
"1859",11,"Summer",1,"Myotis_sp1",NA
"1873",11,"Summer",2,"Myotis_sp1",NA
"1887",11,"Summer",3,"Myotis_sp1",NA
"1860",12,"Summer",1,"Myotis_sp1",NA
"1874",12,"Summer",2,"Myotis_sp1",NA
"1888",12,"Summer",3,"Myotis_sp1",NA
"1861",13,"Summer",1,"Myotis_sp1",NA
"1875",13,"Summer",2,"Myotis_sp1",NA
"1889",13,"Summer",3,"Myotis_sp1",NA
"1862",14,"Summer",1,"Myotis_sp1",NA
"1876",14,"Summer",2,"Myotis_sp1",NA
"1890",14,"Summer",3,"Myotis_sp1",NA
"715",1,"Winter",1,"Myotis_sp1",NA
"729",1,"Winter",2,"Myotis_sp1",NA
"743",1,"Winter",3,"Myotis_sp1",NA
"716",2,"Winter",1,"Myotis_sp1",NA
"730",2,"Winter",2,"Myotis_sp1",NA
"744",2,"Winter",3,"Myotis_sp1",NA
"717",3,"Winter",1,"Myotis_sp1",NA
"731",3,"Winter",2,"Myotis_sp1",NA
"745",3,"Winter",3,"Myotis_sp1",NA
"718",4,"Winter",1,"Myotis_sp1",NA
"732",4,"Winter",2,"Myotis_sp1",NA
"746",4,"Winter",3,"Myotis_sp1",NA
"719",5,"Winter",1,"Myotis_sp1",NA
"733",5,"Winter",2,"Myotis_sp1",NA
"747",5,"Winter",3,"Myotis_sp1",NA
"720",6,"Winter",1,"Myotis_sp1",NA
"734",6,"Winter",2,"Myotis_sp1",NA
"748",6,"Winter",3,"Myotis_sp1",NA
"721",7,"Winter",1,"Myotis_sp1",NA
"735",7,"Winter",2,"Myotis_sp1",NA
"749",7,"Winter",3,"Myotis_sp1",NA
"722",8,"Winter",1,"Myotis_sp1",NA
"736",8,"Winter",2,"Myotis_sp1",NA
"750",8,"Winter",3,"Myotis_sp1",NA
"723",9,"Winter",1,"Myotis_sp1",NA
"737",9,"Winter",2,"Myotis_sp1",NA
"751",9,"Winter",3,"Myotis_sp1",NA
"724",10,"Winter",1,"Myotis_sp1",NA
"738",10,"Winter",2,"Myotis_sp1",NA
"752",10,"Winter",3,"Myotis_sp1",NA
"725",11,"Winter",1,"Myotis_sp1",NA
"739",11,"Winter",2,"Myotis_sp1",NA
"753",11,"Winter",3,"Myotis_sp1",NA
"726",12,"Winter",1,"Myotis_sp1",NA
"740",12,"Winter",2,"Myotis_sp1",NA
"754",12,"Winter",3,"Myotis_sp1",NA
"727",13,"Winter",1,"Myotis_sp1",NA
"741",13,"Winter",2,"Myotis_sp1",NA
"755",13,"Winter",3,"Myotis_sp1",NA
"728",14,"Winter",1,"Myotis_sp1",NA
"742",14,"Winter",2,"Myotis_sp1",NA
"756",14,"Winter",3,"Myotis_sp1",NA
"1891",1,"Summer",1,"Pygoderma_bilabiatum",NA
"1905",1,"Summer",2,"Pygoderma_bilabiatum",NA
"1919",1,"Summer",3,"Pygoderma_bilabiatum",NA
"1892",2,"Summer",1,"Pygoderma_bilabiatum",NA
"1906",2,"Summer",2,"Pygoderma_bilabiatum",NA
"1920",2,"Summer",3,"Pygoderma_bilabiatum",NA
"1893",3,"Summer",1,"Pygoderma_bilabiatum",NA
"1907",3,"Summer",2,"Pygoderma_bilabiatum",NA
"1921",3,"Summer",3,"Pygoderma_bilabiatum",NA
"1894",4,"Summer",1,"Pygoderma_bilabiatum",NA
"1908",4,"Summer",2,"Pygoderma_bilabiatum",NA
"1922",4,"Summer",3,"Pygoderma_bilabiatum",NA
"1895",5,"Summer",1,"Pygoderma_bilabiatum",NA
"1909",5,"Summer",2,"Pygoderma_bilabiatum",NA
"1923",5,"Summer",3,"Pygoderma_bilabiatum",NA
"1896",6,"Summer",1,"Pygoderma_bilabiatum",NA
"1910",6,"Summer",2,"Pygoderma_bilabiatum",NA
"1924",6,"Summer",3,"Pygoderma_bilabiatum",NA
"1897",7,"Summer",1,"Pygoderma_bilabiatum",NA
"1911",7,"Summer",2,"Pygoderma_bilabiatum",NA
"1925",7,"Summer",3,"Pygoderma_bilabiatum",NA
"1898",8,"Summer",1,"Pygoderma_bilabiatum",NA
"1912",8,"Summer",2,"Pygoderma_bilabiatum",NA
