"","SITE","SEASON","SAMPLING_PERIOD","SP","CAPTURES"
"235",11,"Winter",2,"Chrotopterus_auritus",NA
"249",11,"Winter",3,"Chrotopterus_auritus",NA
"222",12,"Winter",1,"Chrotopterus_auritus",NA
"236",12,"Winter",2,"Chrotopterus_auritus",NA
"250",12,"Winter",3,"Chrotopterus_auritus",NA
"223",13,"Winter",1,"Chrotopterus_auritus",NA
"237",13,"Winter",2,"Chrotopterus_auritus",NA
"251",13,"Winter",3,"Chrotopterus_auritus",NA
"224",14,"Winter",1,"Chrotopterus_auritus",NA
"238",14,"Winter",2,"Chrotopterus_auritus",NA
"252",14,"Winter",3,"Chrotopterus_auritus",NA
"1387",1,"Summer",1,"Desmodus_rotundus",NA
"1401",1,"Summer",2,"Desmodus_rotundus",NA
"1415",1,"Summer",3,"Desmodus_rotundus",NA
"1388",2,"Summer",1,"Desmodus_rotundus",NA
"1402",2,"Summer",2,"Desmodus_rotundus",NA
"1416",2,"Summer",3,"Desmodus_rotundus",NA
"1389",3,"Summer",1,"Desmodus_rotundus",NA
"1403",3,"Summer",2,"Desmodus_rotundus",NA
"1417",3,"Summer",3,"Desmodus_rotundus",NA
"1390",4,"Summer",1,"Desmodus_rotundus",NA
"1404",4,"Summer",2,"Desmodus_rotundus",NA
"1418",4,"Summer",3,"Desmodus_rotundus",NA
"1391",5,"Summer",1,"Desmodus_rotundus",NA
"1405",5,"Summer",2,"Desmodus_rotundus",NA
"1419",5,"Summer",3,"Desmodus_rotundus",NA
"1392",6,"Summer",1,"Desmodus_rotundus",NA
"1406",6,"Summer",2,"Desmodus_rotundus",NA
"1420",6,"Summer",3,"Desmodus_rotundus",NA
"1393",7,"Summer",1,"Desmodus_rotundus",NA
"1407",7,"Summer",2,"Desmodus_rotundus",NA
"1421",7,"Summer",3,"Desmodus_rotundus",NA
"1394",8,"Summer",1,"Desmodus_rotundus",NA
"1408",8,"Summer",2,"Desmodus_rotundus",NA
"1422",8,"Summer",3,"Desmodus_rotundus",NA
"1395",9,"Summer",1,"Desmodus_rotundus",NA
"1409",9,"Summer",2,"Desmodus_rotundus",NA
"1423",9,"Summer",3,"Desmodus_rotundus",NA
"1396",10,"Summer",1,"Desmodus_rotundus",NA
"1410",10,"Summer",2,"Desmodus_rotundus",NA
"1424",10,"Summer",3,"Desmodus_rotundus",NA
"1397",11,"Summer",1,"Desmodus_rotundus",NA
"1411",11,"Summer",2,"Desmodus_rotundus",NA
"1425",11,"Summer",3,"Desmodus_rotundus",NA
"1398",12,"Summer",1,"Desmodus_rotundus",NA
"1412",12,"Summer",2,"Desmodus_rotundus",NA
"1426",12,"Summer",3,"Desmodus_rotundus",NA
"1399",13,"Summer",1,"Desmodus_rotundus",NA
"1413",13,"Summer",2,"Desmodus_rotundus",NA
"1427",13,"Summer",3,"Desmodus_rotundus",NA
"1400",14,"Summer",1,"Desmodus_rotundus",NA
"1414",14,"Summer",2,"Desmodus_rotundus",NA
"1428",14,"Summer",3,"Desmodus_rotundus",NA
"253",1,"Winter",1,"Desmodus_rotundus",NA
"267",1,"Winter",2,"Desmodus_rotundus",NA
"281",1,"Winter",3,"Desmodus_rotundus",NA
"254",2,"Winter",1,"Desmodus_rotundus",NA
"268",2,"Winter",2,"Desmodus_rotundus",NA
"282",2,"Winter",3,"Desmodus_rotundus",NA
"255",3,"Winter",1,"Desmodus_rotundus",NA
"269",3,"Winter",2,"Desmodus_rotundus",NA
"283",3,"Winter",3,"Desmodus_rotundus",NA
"256",4,"Winter",1,"Desmodus_rotundus",NA
"270",4,"Winter",2,"Desmodus_rotundus",NA
"284",4,"Winter",3,"Desmodus_rotundus",NA
"257",5,"Winter",1,"Desmodus_rotundus",NA
"271",5,"Winter",2,"Desmodus_rotundus",NA
"285",5,"Winter",3,"Desmodus_rotundus",NA
"258",6,"Winter",1,"Desmodus_rotundus",NA
"272",6,"Winter",2,"Desmodus_rotundus",NA
"286",6,"Winter",3,"Desmodus_rotundus",NA
"259",7,"Winter",1,"Desmodus_rotundus",NA
"273",7,"Winter",2,"Desmodus_rotundus",NA
"287",7,"Winter",3,"Desmodus_rotundus",NA
"260",8,"Winter",1,"Desmodus_rotundus",NA
"274",8,"Winter",2,"Desmodus_rotundus",NA
"288",8,"Winter",3,"Desmodus_rotundus",NA
"261",9,"Winter",1,"Desmodus_rotundus",NA
"275",9,"Winter",2,"Desmodus_rotundus",NA
"289",9,"Winter",3,"Desmodus_rotundus",NA
"262",10,"Winter",1,"Desmodus_rotundus",NA
"276",10,"Winter",2,"Desmodus_rotundus",NA
"290",10,"Winter",3,"Desmodus_rotundus",NA
"263",11,"Winter",1,"Desmodus_rotundus",NA
"277",11,"Winter",2,"Desmodus_rotundus",NA
"291",11,"Winter",3,"Desmodus_rotundus",NA
"264",12,"Winter",1,"Desmodus_rotundus",NA
"278",12,"Winter",2,"Desmodus_rotundus",NA
"292",12,"Winter",3,"Desmodus_rotundus",NA
"265",13,"Winter",1,"Desmodus_rotundus",NA
"279",13,"Winter",2,"Desmodus_rotundus",NA
"293",13,"Winter",3,"Desmodus_rotundus",NA
"266",14,"Winter",1,"Desmodus_rotundus",NA
"280",14,"Winter",2,"Desmodus_rotundus",NA
"294",14,"Winter",3,"Desmodus_rotundus",NA
"1429",1,"Summer",1,"Eptesicus_brasiliensis",NA
"1443",1,"Summer",2,"Eptesicus_brasiliensis",NA
"1457",1,"Summer",3,"Eptesicus_brasiliensis",NA
"1430",2,"Summer",1,"Eptesicus_brasiliensis",NA
"1444",2,"Summer",2,"Eptesicus_brasiliensis",NA
"1458",2,"Summer",3,"Eptesicus_brasiliensis",NA
"1431",3,"Summer",1,"Eptesicus_brasiliensis",NA
"1445",3,"Summer",2,"Eptesicus_brasiliensis",NA
"1459",3,"Summer",3,"Eptesicus_brasiliensis",NA
"1432",4,"Summer",1,"Eptesicus_brasiliensis",NA
"1446",4,"Summer",2,"Eptesicus_brasiliensis",NA
"1460",4,"Summer",3,"Eptesicus_brasiliensis",NA
"1433",5,"Summer",1,"Eptesicus_brasiliensis",NA
"1447",5,"Summer",2,"Eptesicus_brasiliensis",NA
"1461",5,"Summer",3,"Eptesicus_brasiliensis",NA
"1434",6,"Summer",1,"Eptesicus_brasiliensis",NA
"1448",6,"Summer",2,"Eptesicus_brasiliensis",NA
"1462",6,"Summer",3,"Eptesicus_brasiliensis",NA
"1435",7,"Summer",1,"Eptesicus_brasiliensis",NA
"1449",7,"Summer",2,"Eptesicus_brasiliensis",NA
"1463",7,"Summer",3,"Eptesicus_brasiliensis",NA
"1436",8,"Summer",1,"Eptesicus_brasiliensis",NA
"1450",8,"Summer",2,"Eptesicus_brasiliensis",NA
"1464",8,"Summer",3,"Eptesicus_brasiliensis",NA
"1437",9,"Summer",1,"Eptesicus_brasiliensis",NA
"1451",9,"Summer",2,"Eptesicus_brasiliensis",NA
"1465",9,"Summer",3,"Eptesicus_brasiliensis",NA
"1438",10,"Summer",1,"Eptesicus_brasiliensis",NA
"1452",10,"Summer",2,"Eptesicus_brasiliensis",NA
"1466",10,"Summer",3,"Eptesicus_brasiliensis",NA
"1439",11,"Summer",1,"Eptesicus_brasiliensis",NA
"1453",11,"Summer",2,"Eptesicus_brasiliensis",NA
"1467",11,"Summer",3,"Eptesicus_brasiliensis",NA
"1440",12,"Summer",1,"Eptesicus_brasiliensis",NA
"1454",12,"Summer",2,"Eptesicus_brasiliensis",NA
"1468",12,"Summer",3,"Eptesicus_brasiliensis",NA
"1441",13,"Summer",1,"Eptesicus_brasiliensis",NA
"1455",13,"Summer",2,"Eptesicus_brasiliensis",NA
"1469",13,"Summer",3,"Eptesicus_brasiliensis",NA
"1442",14,"Summer",1,"Eptesicus_brasiliensis",NA
"1456",14,"Summer",2,"Eptesicus_brasiliensis",NA
"1470",14,"Summer",3,"Eptesicus_brasiliensis",NA
"295",1,"Winter",1,"Eptesicus_brasiliensis",NA
"309",1,"Winter",2,"Eptesicus_brasiliensis",NA
"323",1,"Winter",3,"Eptesicus_brasiliensis",NA
"296",2,"Winter",1,"Eptesicus_brasiliensis",NA
"310",2,"Winter",2,"Eptesicus_brasiliensis",NA
"324",2,"Winter",3,"Eptesicus_brasiliensis",NA
"297",3,"Winter",1,"Eptesicus_brasiliensis",NA
"311",3,"Winter",2,"Eptesicus_brasiliensis",NA
"325",3,"Winter",3,"Eptesicus_brasiliensis",NA
"298",4,"Winter",1,"Eptesicus_brasiliensis",NA
"312",4,"Winter",2,"Eptesicus_brasiliensis",NA
"326",4,"Winter",3,"Eptesicus_brasiliensis",NA
"299",5,"Winter",1,"Eptesicus_brasiliensis",NA
"313",5,"Winter",2,"Eptesicus_brasiliensis",NA
"327",5,"Winter",3,"Eptesicus_brasiliensis",NA
"300",6,"Winter",1,"Eptesicus_brasiliensis",NA
"314",6,"Winter",2,"Eptesicus_brasiliensis",NA
"328",6,"Winter",3,"Eptesicus_brasiliensis",NA
"301",7,"Winter",1,"Eptesicus_brasiliensis",NA
"315",7,"Winter",2,"Eptesicus_brasiliensis",NA
"329",7,"Winter",3,"Eptesicus_brasiliensis",NA
"302",8,"Winter",1,"Eptesicus_brasiliensis",NA
"316",8,"Winter",2,"Eptesicus_brasiliensis",NA
"330",8,"Winter",3,"Eptesicus_brasiliensis",NA
"303",9,"Winter",1,"Eptesicus_brasiliensis",NA
"317",9,"Winter",2,"Eptesicus_brasiliensis",NA
"331",9,"Winter",3,"Eptesicus_brasiliensis",NA
"304",10,"Winter",1,"Eptesicus_brasiliensis",NA
"318",10,"Winter",2,"Eptesicus_brasiliensis",NA
"332",10,"Winter",3,"Eptesicus_brasiliensis",NA
"305",11,"Winter",1,"Eptesicus_brasiliensis",NA
"319",11,"Winter",2,"Eptesicus_brasiliensis",NA
"333",11,"Winter",3,"Eptesicus_brasiliensis",NA
"306",12,"Winter",1,"Eptesicus_brasiliensis",NA
"320",12,"Winter",2,"Eptesicus_brasiliensis",NA
"334",12,"Winter",3,"Eptesicus_brasiliensis",NA
"307",13,"Winter",1,"Eptesicus_brasiliensis",NA
"321",13,"Winter",2,"Eptesicus_brasiliensis",NA
"335",13,"Winter",3,"Eptesicus_brasiliensis",NA
"308",14,"Winter",1,"Eptesicus_brasiliensis",NA
"322",14,"Winter",2,"Eptesicus_brasiliensis",NA
"336",14,"Winter",3,"Eptesicus_brasiliensis",NA
"1471",1,"Summer",1,"Eptesicus_furinalis",NA
"1485",1,"Summer",2,"Eptesicus_furinalis",NA
"1499",1,"Summer",3,"Eptesicus_furinalis",NA
"1472",2,"Summer",1,"Eptesicus_furinalis",NA
"1486",2,"Summer",2,"Eptesicus_furinalis",NA
"1500",2,"Summer",3,"Eptesicus_furinalis",NA
"1473",3,"Summer",1,"Eptesicus_furinalis",NA
"1487",3,"Summer",2,"Eptesicus_furinalis",NA
"1501",3,"Summer",3,"Eptesicus_furinalis",NA
"1474",4,"Summer",1,"Eptesicus_furinalis",NA
"1488",4,"Summer",2,"Eptesicus_furinalis",NA
"1502",4,"Summer",3,"Eptesicus_furinalis",NA
"1475",5,"Summer",1,"Eptesicus_furinalis",NA
"1489",5,"Summer",2,"Eptesicus_furinalis",NA
"1503",5,"Summer",3,"Eptesicus_furinalis",NA
"1476",6,"Summer",1,"Eptesicus_furinalis",NA
"1490",6,"Summer",2,"Eptesicus_furinalis",NA
"1504",6,"Summer",3,"Eptesicus_furinalis",NA
"1477",7,"Summer",1,"Eptesicus_furinalis",NA
"1491",7,"Summer",2,"Eptesicus_furinalis",NA
"1505",7,"Summer",3,"Eptesicus_furinalis",NA
"1478",8,"Summer",1,"Eptesicus_furinalis",NA
"1492",8,"Summer",2,"Eptesicus_furinalis",NA
"1506",8,"Summer",3,"Eptesicus_furinalis",NA
"1479",9,"Summer",1,"Eptesicus_furinalis",NA
"1493",9,"Summer",2,"Eptesicus_furinalis",NA
"1507",9,"Summer",3,"Eptesicus_furinalis",NA
"1480",10,"Summer",1,"Eptesicus_furinalis",NA
"1494",10,"Summer",2,"Eptesicus_furinalis",NA
"1508",10,"Summer",3,"Eptesicus_furinalis",NA
"1481",11,"Summer",1,"Eptesicus_furinalis",NA
"1495",11,"Summer",2,"Eptesicus_furinalis",NA
"1509",11,"Summer",3,"Eptesicus_furinalis",NA
"1482",12,"Summer",1,"Eptesicus_furinalis",NA
"1496",12,"Summer",2,"Eptesicus_furinalis",NA
"1510",12,"Summer",3,"Eptesicus_furinalis",NA
"1483",13,"Summer",1,"Eptesicus_furinalis",NA
"1497",13,"Summer",2,"Eptesicus_furinalis",NA
"1511",13,"Summer",3,"Eptesicus_furinalis",NA
"1484",14,"Summer",1,"Eptesicus_furinalis",NA
"1498",14,"Summer",2,"Eptesicus_furinalis",NA
"1512",14,"Summer",3,"Eptesicus_furinalis",NA
"337",1,"Winter",1,"Eptesicus_furinalis",NA
"351",1,"Winter",2,"Eptesicus_furinalis",NA
"365",1,"Winter",3,"Eptesicus_furinalis",NA
"338",2,"Winter",1,"Eptesicus_furinalis",NA
"352",2,"Winter",2,"Eptesicus_furinalis",NA
"366",2,"Winter",3,"Eptesicus_furinalis",NA
"339",3,"Winter",1,"Eptesicus_furinalis",NA
"353",3,"Winter",2,"Eptesicus_furinalis",NA
"367",3,"Winter",3,"Eptesicus_furinalis",NA
"340",4,"Winter",1,"Eptesicus_furinalis",NA
"354",4,"Winter",2,"Eptesicus_furinalis",NA
"368",4,"Winter",3,"Eptesicus_furinalis",NA
"341",5,"Winter",1,"Eptesicus_furinalis",NA
"355",5,"Winter",2,"Eptesicus_furinalis",NA
"369",5,"Winter",3,"Eptesicus_furinalis",NA
"342",6,"Winter",1,"Eptesicus_furinalis",NA
"356",6,"Winter",2,"Eptesicus_furinalis",NA
"370",6,"Winter",3,"Eptesicus_furinalis",NA
"343",7,"Winter",1,"Eptesicus_furinalis",NA
"357",7,"Winter",2,"Eptesicus_furinalis",NA
"371",7,"Winter",3,"Eptesicus_furinalis",NA
"344",8,"Winter",1,"Eptesicus_furinalis",NA
"358",8,"Winter",2,"Eptesicus_furinalis",NA
"372",8,"Winter",3,"Eptesicus_furinalis",NA
"345",9,"Winter",1,"Eptesicus_furinalis",NA
"359",9,"Winter",2,"Eptesicus_furinalis",NA
"373",9,"Winter",3,"Eptesicus_furinalis",NA
"346",10,"Winter",1,"Eptesicus_furinalis",NA
"360",10,"Winter",2,"Eptesicus_furinalis",NA
"374",10,"Winter",3,"Eptesicus_furinalis",NA
"347",11,"Winter",1,"Eptesicus_furinalis",NA
"361",11,"Winter",2,"Eptesicus_furinalis",NA
"375",11,"Winter",3,"Eptesicus_furinalis",NA
"348",12,"Winter",1,"Eptesicus_furinalis",NA
"362",12,"Winter",2,"Eptesicus_furinalis",NA
"376",12,"Winter",3,"Eptesicus_furinalis",NA
"349",13,"Winter",1,"Eptesicus_furinalis",NA
"363",13,"Winter",2,"Eptesicus_furinalis",NA
"377",13,"Winter",3,"Eptesicus_furinalis",NA
"350",14,"Winter",1,"Eptesicus_furinalis",NA
"364",14,"Winter",2,"Eptesicus_furinalis",NA
"378",14,"Winter",3,"Eptesicus_furinalis",NA
"1513",1,"Summer",1,"Histiotus_montanus",0
"1527",1,"Summer",2,"Histiotus_montanus",0
"1541",1,"Summer",3,"Histiotus_montanus",0
"1514",2,"Summer",1,"Histiotus_montanus",0
"1528",2,"Summer",2,"Histiotus_montanus",0
"1542",2,"Summer",3,"Histiotus_montanus",0
"1515",3,"Summer",1,"Histiotus_montanus",1
"1529",3,"Summer",2,"Histiotus_montanus",1
"1543",3,"Summer",3,"Histiotus_montanus",1
"1516",4,"Summer",1,"Histiotus_montanus",1
"1530",4,"Summer",2,"Histiotus_montanus",1
"1544",4,"Summer",3,"Histiotus_montanus",1
"1517",5,"Summer",1,"Histiotus_montanus",0
"1531",5,"Summer",2,"Histiotus_montanus",0
"1545",5,"Summer",3,"Histiotus_montanus",0
"1518",6,"Summer",1,"Histiotus_montanus",1
"1532",6,"Summer",2,"Histiotus_montanus",1
"1546",6,"Summer",3,"Histiotus_montanus",1
"1519",7,"Summer",1,"Histiotus_montanus",0
"1533",7,"Summer",2,"Histiotus_montanus",0
"1547",7,"Summer",3,"Histiotus_montanus",0
"1520",8,"Summer",1,"Histiotus_montanus",0
"1534",8,"Summer",2,"Histiotus_montanus",0
"1548",8,"Summer",3,"Histiotus_montanus",0
"1521",9,"Summer",1,"Histiotus_montanus",0
"1535",9,"Summer",2,"Histiotus_montanus",0
"1549",9,"Summer",3,"Histiotus_montanus",0
"1522",10,"Summer",1,"Histiotus_montanus",0
"1536",10,"Summer",2,"Histiotus_montanus",0
"1550",10,"Summer",3,"Histiotus_montanus",0
"1523",11,"Summer",1,"Histiotus_montanus",0
"1537",11,"Summer",2,"Histiotus_montanus",0
"1551",11,"Summer",3,"Histiotus_montanus",0
"1524",12,"Summer",1,"Histiotus_montanus",0
"1538",12,"Summer",2,"Histiotus_montanus",0
"1552",12,"Summer",3,"Histiotus_montanus",0
"1525",13,"Summer",1,"Histiotus_montanus",0
"1539",13,"Summer",2,"Histiotus_montanus",0
"1553",13,"Summer",3,"Histiotus_montanus",0
"1526",14,"Summer",1,"Histiotus_montanus",0
"1540",14,"Summer",2,"Histiotus_montanus",0
"1554",14,"Summer",3,"Histiotus_montanus",0
"379",1,"Winter",1,"Histiotus_montanus",0
"393",1,"Winter",2,"Histiotus_montanus",0
"407",1,"Winter",3,"Histiotus_montanus",0
"380",2,"Winter",1,"Histiotus_montanus",0
"394",2,"Winter",2,"Histiotus_montanus",0
"408",2,"Winter",3,"Histiotus_montanus",0
"381",3,"Winter",1,"Histiotus_montanus",0
"395",3,"Winter",2,"Histiotus_montanus",0
"409",3,"Winter",3,"Histiotus_montanus",0
"382",4,"Winter",1,"Histiotus_montanus",0
"396",4,"Winter",2,"Histiotus_montanus",0
"410",4,"Winter",3,"Histiotus_montanus",0
"383",5,"Winter",1,"Histiotus_montanus",0
"397",5,"Winter",2,"Histiotus_montanus",0
"411",5,"Winter",3,"Histiotus_montanus",0
"384",6,"Winter",1,"Histiotus_montanus",0
"398",6,"Winter",2,"Histiotus_montanus",0
"412",6,"Winter",3,"Histiotus_montanus",0
"385",7,"Winter",1,"Histiotus_montanus",0
"399",7,"Winter",2,"Histiotus_montanus",0
"413",7,"Winter",3,"Histiotus_montanus",0
"386",8,"Winter",1,"Histiotus_montanus",0
"400",8,"Winter",2,"Histiotus_montanus",0
"414",8,"Winter",3,"Histiotus_montanus",0
"387",9,"Winter",1,"Histiotus_montanus",0
"401",9,"Winter",2,"Histiotus_montanus",0
"415",9,"Winter",3,"Histiotus_montanus",0
"388",10,"Winter",1,"Histiotus_montanus",0
"402",10,"Winter",2,"Histiotus_montanus",0
"416",10,"Winter",3,"Histiotus_montanus",0
"389",11,"Winter",1,"Histiotus_montanus",0
"403",11,"Winter",2,"Histiotus_montanus",0
"417",11,"Winter",3,"Histiotus_montanus",0
"390",12,"Winter",1,"Histiotus_montanus",0
"404",12,"Winter",2,"Histiotus_montanus",0
"418",12,"Winter",3,"Histiotus_montanus",0
"391",13,"Winter",1,"Histiotus_montanus",0
"405",13,"Winter",2,"Histiotus_montanus",0
"419",13,"Winter",3,"Histiotus_montanus",0
"392",14,"Winter",1,"Histiotus_montanus",0
"406",14,"Winter",2,"Histiotus_montanus",0
"420",14,"Winter",3,"Histiotus_montanus",0
"1555",1,"Summer",1,"Histiotus_velatus",0
"1569",1,"Summer",2,"Histiotus_velatus",0
"1583",1,"Summer",3,"Histiotus_velatus",0
"1556",2,"Summer",1,"Histiotus_velatus",0
"1570",2,"Summer",2,"Histiotus_velatus",0
"1584",2,"Summer",3,"Histiotus_velatus",0
"1557",3,"Summer",1,"Histiotus_velatus",1
"1571",3,"Summer",2,"Histiotus_velatus",0
"1585",3,"Summer",3,"Histiotus_velatus",1
"1558",4,"Summer",1,"Histiotus_velatus",1
"1572",4,"Summer",2,"Histiotus_velatus",1
"1586",4,"Summer",3,"Histiotus_velatus",1
"1559",5,"Summer",1,"Histiotus_velatus",0
"1573",5,"Summer",2,"Histiotus_velatus",0
"1587",5,"Summer",3,"Histiotus_velatus",0
"1560",6,"Summer",1,"Histiotus_velatus",0
"1574",6,"Summer",2,"Histiotus_velatus",0
"1588",6,"Summer",3,"Histiotus_velatus",0
"1561",7,"Summer",1,"Histiotus_velatus",0
"1575",7,"Summer",2,"Histiotus_velatus",0
"1589",7,"Summer",3,"Histiotus_velatus",0
"1562",8,"Summer",1,"Histiotus_velatus",0
"1576",8,"Summer",2,"Histiotus_velatus",0
"1590",8,"Summer",3,"Histiotus_velatus",0
"1563",9,"Summer",1,"Histiotus_velatus",0
"1577",9,"Summer",2,"Histiotus_velatus",0
"1591",9,"Summer",3,"Histiotus_velatus",0
"1564",10,"Summer",1,"Histiotus_velatus",0
"1578",10,"Summer",2,"Histiotus_velatus",0
"1592",10,"Summer",3,"Histiotus_velatus",0
"1565",11,"Summer",1,"Histiotus_velatus",0
"1579",11,"Summer",2,"Histiotus_velatus",0
"1593",11,"Summer",3,"Histiotus_velatus",0
"1566",12,"Summer",1,"Histiotus_velatus",0
"1580",12,"Summer",2,"Histiotus_velatus",0
"1594",12,"Summer",3,"Histiotus_velatus",0
"1567",13,"Summer",1,"Histiotus_velatus",0
"1581",13,"Summer",2,"Histiotus_velatus",0
"1595",13,"Summer",3,"Histiotus_velatus",0
"1568",14,"Summer",1,"Histiotus_velatus",0
"1582",14,"Summer",2,"Histiotus_velatus",0
"1596",14,"Summer",3,"Histiotus_velatus",0
"421",1,"Winter",1,"Histiotus_velatus",0
"435",1,"Winter",2,"Histiotus_velatus",0
"449",1,"Winter",3,"Histiotus_velatus",0
"422",2,"Winter",1,"Histiotus_velatus",0
"436",2,"Winter",2,"Histiotus_velatus",0
"450",2,"Winter",3,"Histiotus_velatus",0
"423",3,"Winter",1,"Histiotus_velatus",0
"437",3,"Winter",2,"Histiotus_velatus",0
"451",3,"Winter",3,"Histiotus_velatus",0
"424",4,"Winter",1,"Histiotus_velatus",0
"438",4,"Winter",2,"Histiotus_velatus",1
"452",4,"Winter",3,"Histiotus_velatus",1
"425",5,"Winter",1,"Histiotus_velatus",0
"439",5,"Winter",2,"Histiotus_velatus",0
"453",5,"Winter",3,"Histiotus_velatus",0
"426",6,"Winter",1,"Histiotus_velatus",0
"440",6,"Winter",2,"Histiotus_velatus",0
"454",6,"Winter",3,"Histiotus_velatus",0
"427",7,"Winter",1,"Histiotus_velatus",0
"441",7,"Winter",2,"Histiotus_velatus",0
"455",7,"Winter",3,"Histiotus_velatus",0
"428",8,"Winter",1,"Histiotus_velatus",0
"442",8,"Winter",2,"Histiotus_velatus",1
"456",8,"Winter",3,"Histiotus_velatus",0
"429",9,"Winter",1,"Histiotus_velatus",0
"443",9,"Winter",2,"Histiotus_velatus",0
"457",9,"Winter",3,"Histiotus_velatus",1
"430",10,"Winter",1,"Histiotus_velatus",0
"444",10,"Winter",2,"Histiotus_velatus",0
"458",10,"Winter",3,"Histiotus_velatus",0
"431",11,"Winter",1,"Histiotus_velatus",0
"445",11,"Winter",2,"Histiotus_velatus",0
"459",11,"Winter",3,"Histiotus_velatus",0
"432",12,"Winter",1,"Histiotus_velatus",0
"446",12,"Winter",2,"Histiotus_velatus",0
"460",12,"Winter",3,"Histiotus_velatus",0
"433",13,"Winter",1,"Histiotus_velatus",0
"447",13,"Winter",2,"Histiotus_velatus",0
"461",13,"Winter",3,"Histiotus_velatus",0
"434",14,"Winter",1,"Histiotus_velatus",0
"448",14,"Winter",2,"Histiotus_velatus",0
"462",14,"Winter",3,"Histiotus_velatus",0
"1597",1,"Summer",1,"Mimon_bennettii",NA
"1611",1,"Summer",2,"Mimon_bennettii",NA
"1625",1,"Summer",3,"Mimon_bennettii",NA
"1598",2,"Summer",1,"Mimon_bennettii",NA
"1612",2,"Summer",2,"Mimon_bennettii",NA
"1626",2,"Summer",3,"Mimon_bennettii",NA
"1599",3,"Summer",1,"Mimon_bennettii",NA
"1613",3,"Summer",2,"Mimon_bennettii",NA
"1627",3,"Summer",3,"Mimon_bennettii",NA
"1600",4,"Summer",1,"Mimon_bennettii",NA
"1614",4,"Summer",2,"Mimon_bennettii",NA
"1628",4,"Summer",3,"Mimon_bennettii",NA
"1601",5,"Summer",1,"Mimon_bennettii",NA
"1615",5,"Summer",2,"Mimon_bennettii",NA
"1629",5,"Summer",3,"Mimon_bennettii",NA
"1602",6,"Summer",1,"Mimon_bennettii",NA
"1616",6,"Summer",2,"Mimon_bennettii",NA
"1630",6,"Summer",3,"Mimon_bennettii",NA
"1603",7,"Summer",1,"Mimon_bennettii",NA
"1617",7,"Summer",2,"Mimon_bennettii",NA
"1631",7,"Summer",3,"Mimon_bennettii",NA
"1604",8,"Summer",1,"Mimon_bennettii",NA
"1618",8,"Summer",2,"Mimon_bennettii",NA
"1632",8,"Summer",3,"Mimon_bennettii",NA
"1605",9,"Summer",1,"Mimon_bennettii",NA
"1619",9,"Summer",2,"Mimon_bennettii",NA
"1633",9,"Summer",3,"Mimon_bennettii",NA
"1606",10,"Summer",1,"Mimon_bennettii",NA
"1620",10,"Summer",2,"Mimon_bennettii",NA
"1634",10,"Summer",3,"Mimon_bennettii",NA
"1607",11,"Summer",1,"Mimon_bennettii",NA
"1621",11,"Summer",2,"Mimon_bennettii",NA
"1635",11,"Summer",3,"Mimon_bennettii",NA
"1608",12,"Summer",1,"Mimon_bennettii",NA
"1622",12,"Summer",2,"Mimon_bennettii",NA
"1636",12,"Summer",3,"Mimon_bennettii",NA
"1609",13,"Summer",1,"Mimon_bennettii",NA
"1623",13,"Summer",2,"Mimon_bennettii",NA
"1637",13,"Summer",3,"Mimon_bennettii",NA
"1610",14,"Summer",1,"Mimon_bennettii",NA
"1624",14,"Summer",2,"Mimon_bennettii",NA
"1638",14,"Summer",3,"Mimon_bennettii",NA
"463",1,"Winter",1,"Mimon_bennettii",NA
"477",1,"Winter",2,"Mimon_bennettii",NA
"491",1,"Winter",3,"Mimon_bennettii",NA
"464",2,"Winter",1,"Mimon_bennettii",NA
"478",2,"Winter",2,"Mimon_bennettii",NA
"492",2,"Winter",3,"Mimon_bennettii",NA
"465",3,"Winter",1,"Mimon_bennettii",NA
"479",3,"Winter",2,"Mimon_bennettii",NA
"493",3,"Winter",3,"Mimon_bennettii",NA
"466",4,"Winter",1,"Mimon_bennettii",NA
"480",4,"Winter",2,"Mimon_bennettii",NA
"494",4,"Winter",3,"Mimon_bennettii",NA
"467",5,"Winter",1,"Mimon_bennettii",NA
"481",5,"Winter",2,"Mimon_bennettii",NA
"495",5,"Winter",3,"Mimon_bennettii",NA
"468",6,"Winter",1,"Mimon_bennettii",NA
"482",6,"Winter",2,"Mimon_bennettii",NA
"496",6,"Winter",3,"Mimon_bennettii",NA
"469",7,"Winter",1,"Mimon_bennettii",NA
"483",7,"Winter",2,"Mimon_bennettii",NA
"497",7,"Winter",3,"Mimon_bennettii",NA
"470",8,"Winter",1,"Mimon_bennettii",NA
"484",8,"Winter",2,"Mimon_bennettii",NA
"498",8,"Winter",3,"Mimon_bennettii",NA
"471",9,"Winter",1,"Mimon_bennettii",NA
"485",9,"Winter",2,"Mimon_bennettii",NA
"499",9,"Winter",3,"Mimon_bennettii",NA
"472",10,"Winter",1,"Mimon_bennettii",NA
"486",10,"Winter",2,"Mimon_bennettii",NA
"500",10,"Winter",3,"Mimon_bennettii",NA
"473",11,"Winter",1,"Mimon_bennettii",NA
"487",11,"Winter",2,"Mimon_bennettii",NA
"501",11,"Winter",3,"Mimon_bennettii",NA
"474",12,"Winter",1,"Mimon_bennettii",NA
"488",12,"Winter",2,"Mimon_bennettii",NA
"502",12,"Winter",3,"Mimon_bennettii",NA
"475",13,"Winter",1,"Mimon_bennettii",NA
