"","SITE","SEASON","SAMPLING_PERIOD","SP","CAPTURES"
"1015",7,"Summer",1,"Histiotus_montanus",0
"1029",7,"Summer",2,"Histiotus_montanus",0
"1016",8,"Summer",1,"Histiotus_montanus",0
"1030",8,"Summer",2,"Histiotus_montanus",0
"1017",9,"Summer",1,"Histiotus_montanus",0
"1031",9,"Summer",2,"Histiotus_montanus",0
"1018",10,"Summer",1,"Histiotus_montanus",0
"1032",10,"Summer",2,"Histiotus_montanus",0
"1019",11,"Summer",1,"Histiotus_montanus",0
"1033",11,"Summer",2,"Histiotus_montanus",0
"1020",12,"Summer",1,"Histiotus_montanus",0
"1034",12,"Summer",2,"Histiotus_montanus",0
"1021",13,"Summer",1,"Histiotus_montanus",0
"1035",13,"Summer",2,"Histiotus_montanus",0
"1022",14,"Summer",1,"Histiotus_montanus",0
"1036",14,"Summer",2,"Histiotus_montanus",0
"253",1,"Winter",1,"Histiotus_montanus",0
"267",1,"Winter",2,"Histiotus_montanus",0
"254",2,"Winter",1,"Histiotus_montanus",0
"268",2,"Winter",2,"Histiotus_montanus",0
"255",3,"Winter",1,"Histiotus_montanus",NA
"269",3,"Winter",2,"Histiotus_montanus",NA
"256",4,"Winter",1,"Histiotus_montanus",0
"270",4,"Winter",2,"Histiotus_montanus",0
"257",5,"Winter",1,"Histiotus_montanus",0
"271",5,"Winter",2,"Histiotus_montanus",0
"258",6,"Winter",1,"Histiotus_montanus",NA
"272",6,"Winter",2,"Histiotus_montanus",NA
"259",7,"Winter",1,"Histiotus_montanus",0
"273",7,"Winter",2,"Histiotus_montanus",0
"260",8,"Winter",1,"Histiotus_montanus",0
"274",8,"Winter",2,"Histiotus_montanus",0
"261",9,"Winter",1,"Histiotus_montanus",0
"275",9,"Winter",2,"Histiotus_montanus",0
"262",10,"Winter",1,"Histiotus_montanus",NA
"276",10,"Winter",2,"Histiotus_montanus",NA
"263",11,"Winter",1,"Histiotus_montanus",0
"277",11,"Winter",2,"Histiotus_montanus",0
"264",12,"Winter",1,"Histiotus_montanus",0
"278",12,"Winter",2,"Histiotus_montanus",0
"265",13,"Winter",1,"Histiotus_montanus",0
"279",13,"Winter",2,"Histiotus_montanus",0
"266",14,"Winter",1,"Histiotus_montanus",0
"280",14,"Winter",2,"Histiotus_montanus",0
"1037",1,"Summer",1,"Histiotus_velatus",0
"1051",1,"Summer",2,"Histiotus_velatus",0
"1038",2,"Summer",1,"Histiotus_velatus",0
"1052",2,"Summer",2,"Histiotus_velatus",0
"1039",3,"Summer",1,"Histiotus_velatus",0
"1053",3,"Summer",2,"Histiotus_velatus",0
"1040",4,"Summer",1,"Histiotus_velatus",1
"1054",4,"Summer",2,"Histiotus_velatus",1
"1041",5,"Summer",1,"Histiotus_velatus",0
"1055",5,"Summer",2,"Histiotus_velatus",0
"1042",6,"Summer",1,"Histiotus_velatus",0
"1056",6,"Summer",2,"Histiotus_velatus",0
"1043",7,"Summer",1,"Histiotus_velatus",0
"1057",7,"Summer",2,"Histiotus_velatus",0
"1044",8,"Summer",1,"Histiotus_velatus",0
"1058",8,"Summer",2,"Histiotus_velatus",0
"1045",9,"Summer",1,"Histiotus_velatus",0
"1059",9,"Summer",2,"Histiotus_velatus",0
"1046",10,"Summer",1,"Histiotus_velatus",0
"1060",10,"Summer",2,"Histiotus_velatus",0
"1047",11,"Summer",1,"Histiotus_velatus",0
"1061",11,"Summer",2,"Histiotus_velatus",0
"1048",12,"Summer",1,"Histiotus_velatus",0
"1062",12,"Summer",2,"Histiotus_velatus",0
"1049",13,"Summer",1,"Histiotus_velatus",0
"1063",13,"Summer",2,"Histiotus_velatus",0
"1050",14,"Summer",1,"Histiotus_velatus",0
"1064",14,"Summer",2,"Histiotus_velatus",0
"281",1,"Winter",1,"Histiotus_velatus",0
"295",1,"Winter",2,"Histiotus_velatus",0
"282",2,"Winter",1,"Histiotus_velatus",0
"296",2,"Winter",2,"Histiotus_velatus",0
"283",3,"Winter",1,"Histiotus_velatus",NA
"297",3,"Winter",2,"Histiotus_velatus",NA
"284",4,"Winter",1,"Histiotus_velatus",0
"298",4,"Winter",2,"Histiotus_velatus",0
"285",5,"Winter",1,"Histiotus_velatus",0
"299",5,"Winter",2,"Histiotus_velatus",0
"286",6,"Winter",1,"Histiotus_velatus",NA
"300",6,"Winter",2,"Histiotus_velatus",NA
"287",7,"Winter",1,"Histiotus_velatus",0
"301",7,"Winter",2,"Histiotus_velatus",0
"288",8,"Winter",1,"Histiotus_velatus",0
"302",8,"Winter",2,"Histiotus_velatus",0
"289",9,"Winter",1,"Histiotus_velatus",0
"303",9,"Winter",2,"Histiotus_velatus",0
"290",10,"Winter",1,"Histiotus_velatus",NA
"304",10,"Winter",2,"Histiotus_velatus",NA
"291",11,"Winter",1,"Histiotus_velatus",0
"305",11,"Winter",2,"Histiotus_velatus",0
"292",12,"Winter",1,"Histiotus_velatus",0
"306",12,"Winter",2,"Histiotus_velatus",0
"293",13,"Winter",1,"Histiotus_velatus",0
"307",13,"Winter",2,"Histiotus_velatus",0
"294",14,"Winter",1,"Histiotus_velatus",0
"308",14,"Winter",2,"Histiotus_velatus",0
"1065",1,"Summer",1,"Mimon_bennettii",0
"1079",1,"Summer",2,"Mimon_bennettii",0
"1066",2,"Summer",1,"Mimon_bennettii",0
"1080",2,"Summer",2,"Mimon_bennettii",0
"1067",3,"Summer",1,"Mimon_bennettii",0
"1081",3,"Summer",2,"Mimon_bennettii",0
"1068",4,"Summer",1,"Mimon_bennettii",0
"1082",4,"Summer",2,"Mimon_bennettii",0
"1069",5,"Summer",1,"Mimon_bennettii",0
"1083",5,"Summer",2,"Mimon_bennettii",0
"1070",6,"Summer",1,"Mimon_bennettii",0
"1084",6,"Summer",2,"Mimon_bennettii",0
"1071",7,"Summer",1,"Mimon_bennettii",0
"1085",7,"Summer",2,"Mimon_bennettii",0
"1072",8,"Summer",1,"Mimon_bennettii",0
"1086",8,"Summer",2,"Mimon_bennettii",0
"1073",9,"Summer",1,"Mimon_bennettii",0
"1087",9,"Summer",2,"Mimon_bennettii",0
"1074",10,"Summer",1,"Mimon_bennettii",0
"1088",10,"Summer",2,"Mimon_bennettii",0
"1075",11,"Summer",1,"Mimon_bennettii",0
"1089",11,"Summer",2,"Mimon_bennettii",0
"1076",12,"Summer",1,"Mimon_bennettii",0
"1090",12,"Summer",2,"Mimon_bennettii",0
"1077",13,"Summer",1,"Mimon_bennettii",0
"1091",13,"Summer",2,"Mimon_bennettii",0
"1078",14,"Summer",1,"Mimon_bennettii",0
"1092",14,"Summer",2,"Mimon_bennettii",0
"309",1,"Winter",1,"Mimon_bennettii",0
"323",1,"Winter",2,"Mimon_bennettii",0
"310",2,"Winter",1,"Mimon_bennettii",0
"324",2,"Winter",2,"Mimon_bennettii",0
"311",3,"Winter",1,"Mimon_bennettii",NA
"325",3,"Winter",2,"Mimon_bennettii",NA
"312",4,"Winter",1,"Mimon_bennettii",0
"326",4,"Winter",2,"Mimon_bennettii",0
"313",5,"Winter",1,"Mimon_bennettii",0
"327",5,"Winter",2,"Mimon_bennettii",0
"314",6,"Winter",1,"Mimon_bennettii",NA
"328",6,"Winter",2,"Mimon_bennettii",NA
"315",7,"Winter",1,"Mimon_bennettii",0
"329",7,"Winter",2,"Mimon_bennettii",0
"316",8,"Winter",1,"Mimon_bennettii",0
"330",8,"Winter",2,"Mimon_bennettii",0
"317",9,"Winter",1,"Mimon_bennettii",0
"331",9,"Winter",2,"Mimon_bennettii",0
"318",10,"Winter",1,"Mimon_bennettii",NA
"332",10,"Winter",2,"Mimon_bennettii",NA
"319",11,"Winter",1,"Mimon_bennettii",0
"333",11,"Winter",2,"Mimon_bennettii",0
"320",12,"Winter",1,"Mimon_bennettii",1
"334",12,"Winter",2,"Mimon_bennettii",0
"321",13,"Winter",1,"Mimon_bennettii",0
"335",13,"Winter",2,"Mimon_bennettii",0
"322",14,"Winter",1,"Mimon_bennettii",0
"336",14,"Winter",2,"Mimon_bennettii",0
"1093",1,"Summer",1,"Myotis_albescens",0
"1107",1,"Summer",2,"Myotis_albescens",0
"1094",2,"Summer",1,"Myotis_albescens",0
"1108",2,"Summer",2,"Myotis_albescens",0
"1095",3,"Summer",1,"Myotis_albescens",0
"1109",3,"Summer",2,"Myotis_albescens",0
"1096",4,"Summer",1,"Myotis_albescens",0
"1110",4,"Summer",2,"Myotis_albescens",0
"1097",5,"Summer",1,"Myotis_albescens",0
"1111",5,"Summer",2,"Myotis_albescens",0
"1098",6,"Summer",1,"Myotis_albescens",0
"1112",6,"Summer",2,"Myotis_albescens",0
"1099",7,"Summer",1,"Myotis_albescens",1
"1113",7,"Summer",2,"Myotis_albescens",0
"1100",8,"Summer",1,"Myotis_albescens",0
"1114",8,"Summer",2,"Myotis_albescens",0
"1101",9,"Summer",1,"Myotis_albescens",0
"1115",9,"Summer",2,"Myotis_albescens",0
"1102",10,"Summer",1,"Myotis_albescens",0
"1116",10,"Summer",2,"Myotis_albescens",0
"1103",11,"Summer",1,"Myotis_albescens",0
"1117",11,"Summer",2,"Myotis_albescens",0
"1104",12,"Summer",1,"Myotis_albescens",0
"1118",12,"Summer",2,"Myotis_albescens",0
"1105",13,"Summer",1,"Myotis_albescens",0
"1119",13,"Summer",2,"Myotis_albescens",0
"1106",14,"Summer",1,"Myotis_albescens",0
"1120",14,"Summer",2,"Myotis_albescens",0
"337",1,"Winter",1,"Myotis_albescens",0
"351",1,"Winter",2,"Myotis_albescens",0
"338",2,"Winter",1,"Myotis_albescens",0
"352",2,"Winter",2,"Myotis_albescens",0
"339",3,"Winter",1,"Myotis_albescens",NA
"353",3,"Winter",2,"Myotis_albescens",NA
"340",4,"Winter",1,"Myotis_albescens",0
"354",4,"Winter",2,"Myotis_albescens",0
"341",5,"Winter",1,"Myotis_albescens",0
"355",5,"Winter",2,"Myotis_albescens",0
"342",6,"Winter",1,"Myotis_albescens",NA
"356",6,"Winter",2,"Myotis_albescens",NA
"343",7,"Winter",1,"Myotis_albescens",0
"357",7,"Winter",2,"Myotis_albescens",0
"344",8,"Winter",1,"Myotis_albescens",0
"358",8,"Winter",2,"Myotis_albescens",0
"345",9,"Winter",1,"Myotis_albescens",0
"359",9,"Winter",2,"Myotis_albescens",0
"346",10,"Winter",1,"Myotis_albescens",NA
"360",10,"Winter",2,"Myotis_albescens",NA
"347",11,"Winter",1,"Myotis_albescens",0
"361",11,"Winter",2,"Myotis_albescens",0
"348",12,"Winter",1,"Myotis_albescens",0
"362",12,"Winter",2,"Myotis_albescens",0
"349",13,"Winter",1,"Myotis_albescens",0
"363",13,"Winter",2,"Myotis_albescens",0
"350",14,"Winter",1,"Myotis_albescens",0
"364",14,"Winter",2,"Myotis_albescens",0
"1121",1,"Summer",1,"Myotis_izecksohni",0
"1135",1,"Summer",2,"Myotis_izecksohni",0
"1122",2,"Summer",1,"Myotis_izecksohni",0
"1136",2,"Summer",2,"Myotis_izecksohni",0
"1123",3,"Summer",1,"Myotis_izecksohni",0
"1137",3,"Summer",2,"Myotis_izecksohni",0
"1124",4,"Summer",1,"Myotis_izecksohni",0
"1138",4,"Summer",2,"Myotis_izecksohni",0
"1125",5,"Summer",1,"Myotis_izecksohni",0
"1139",5,"Summer",2,"Myotis_izecksohni",0
"1126",6,"Summer",1,"Myotis_izecksohni",0
"1140",6,"Summer",2,"Myotis_izecksohni",0
"1127",7,"Summer",1,"Myotis_izecksohni",0
"1141",7,"Summer",2,"Myotis_izecksohni",0
"1128",8,"Summer",1,"Myotis_izecksohni",0
"1142",8,"Summer",2,"Myotis_izecksohni",0
"1129",9,"Summer",1,"Myotis_izecksohni",0
"1143",9,"Summer",2,"Myotis_izecksohni",0
"1130",10,"Summer",1,"Myotis_izecksohni",1
"1144",10,"Summer",2,"Myotis_izecksohni",0
"1131",11,"Summer",1,"Myotis_izecksohni",0
"1145",11,"Summer",2,"Myotis_izecksohni",0
"1132",12,"Summer",1,"Myotis_izecksohni",0
"1146",12,"Summer",2,"Myotis_izecksohni",0
"1133",13,"Summer",1,"Myotis_izecksohni",0
"1147",13,"Summer",2,"Myotis_izecksohni",0
"1134",14,"Summer",1,"Myotis_izecksohni",0
"1148",14,"Summer",2,"Myotis_izecksohni",0
"365",1,"Winter",1,"Myotis_izecksohni",0
"379",1,"Winter",2,"Myotis_izecksohni",0
"366",2,"Winter",1,"Myotis_izecksohni",0
"380",2,"Winter",2,"Myotis_izecksohni",0
"367",3,"Winter",1,"Myotis_izecksohni",NA
"381",3,"Winter",2,"Myotis_izecksohni",NA
"368",4,"Winter",1,"Myotis_izecksohni",0
"382",4,"Winter",2,"Myotis_izecksohni",0
"369",5,"Winter",1,"Myotis_izecksohni",1
"383",5,"Winter",2,"Myotis_izecksohni",0
"370",6,"Winter",1,"Myotis_izecksohni",NA
"384",6,"Winter",2,"Myotis_izecksohni",NA
"371",7,"Winter",1,"Myotis_izecksohni",0
"385",7,"Winter",2,"Myotis_izecksohni",0
"372",8,"Winter",1,"Myotis_izecksohni",0
"386",8,"Winter",2,"Myotis_izecksohni",0
"373",9,"Winter",1,"Myotis_izecksohni",0
"387",9,"Winter",2,"Myotis_izecksohni",0
"374",10,"Winter",1,"Myotis_izecksohni",NA
"388",10,"Winter",2,"Myotis_izecksohni",NA
"375",11,"Winter",1,"Myotis_izecksohni",0
"389",11,"Winter",2,"Myotis_izecksohni",0
"376",12,"Winter",1,"Myotis_izecksohni",0
"390",12,"Winter",2,"Myotis_izecksohni",0
"377",13,"Winter",1,"Myotis_izecksohni",0
"391",13,"Winter",2,"Myotis_izecksohni",0
"378",14,"Winter",1,"Myotis_izecksohni",0
"392",14,"Winter",2,"Myotis_izecksohni",0
"1149",1,"Summer",1,"Myotis_nigricans",0
"1163",1,"Summer",2,"Myotis_nigricans",0
"1150",2,"Summer",1,"Myotis_nigricans",0
"1164",2,"Summer",2,"Myotis_nigricans",0
"1151",3,"Summer",1,"Myotis_nigricans",0
"1165",3,"Summer",2,"Myotis_nigricans",0
"1152",4,"Summer",1,"Myotis_nigricans",0
"1166",4,"Summer",2,"Myotis_nigricans",0
"1153",5,"Summer",1,"Myotis_nigricans",0
"1167",5,"Summer",2,"Myotis_nigricans",0
"1154",6,"Summer",1,"Myotis_nigricans",0
"1168",6,"Summer",2,"Myotis_nigricans",0
"1155",7,"Summer",1,"Myotis_nigricans",0
"1169",7,"Summer",2,"Myotis_nigricans",0
"1156",8,"Summer",1,"Myotis_nigricans",0
"1170",8,"Summer",2,"Myotis_nigricans",0
"1157",9,"Summer",1,"Myotis_nigricans",0
"1171",9,"Summer",2,"Myotis_nigricans",0
"1158",10,"Summer",1,"Myotis_nigricans",1
"1172",10,"Summer",2,"Myotis_nigricans",0
"1159",11,"Summer",1,"Myotis_nigricans",0
"1173",11,"Summer",2,"Myotis_nigricans",0
"1160",12,"Summer",1,"Myotis_nigricans",0
"1174",12,"Summer",2,"Myotis_nigricans",0
"1161",13,"Summer",1,"Myotis_nigricans",0
"1175",13,"Summer",2,"Myotis_nigricans",0
"1162",14,"Summer",1,"Myotis_nigricans",0
"1176",14,"Summer",2,"Myotis_nigricans",0
"393",1,"Winter",1,"Myotis_nigricans",0
"407",1,"Winter",2,"Myotis_nigricans",0
"394",2,"Winter",1,"Myotis_nigricans",0
"408",2,"Winter",2,"Myotis_nigricans",0
"395",3,"Winter",1,"Myotis_nigricans",NA
"409",3,"Winter",2,"Myotis_nigricans",NA
"396",4,"Winter",1,"Myotis_nigricans",0
"410",4,"Winter",2,"Myotis_nigricans",0
"397",5,"Winter",1,"Myotis_nigricans",0
"411",5,"Winter",2,"Myotis_nigricans",0
"398",6,"Winter",1,"Myotis_nigricans",NA
"412",6,"Winter",2,"Myotis_nigricans",NA
"399",7,"Winter",1,"Myotis_nigricans",0
"413",7,"Winter",2,"Myotis_nigricans",0
"400",8,"Winter",1,"Myotis_nigricans",0
"414",8,"Winter",2,"Myotis_nigricans",0
"401",9,"Winter",1,"Myotis_nigricans",0
"415",9,"Winter",2,"Myotis_nigricans",0
"402",10,"Winter",1,"Myotis_nigricans",NA
"416",10,"Winter",2,"Myotis_nigricans",NA
"403",11,"Winter",1,"Myotis_nigricans",0
"417",11,"Winter",2,"Myotis_nigricans",0
"404",12,"Winter",1,"Myotis_nigricans",0
"418",12,"Winter",2,"Myotis_nigricans",0
"405",13,"Winter",1,"Myotis_nigricans",0
"419",13,"Winter",2,"Myotis_nigricans",0
"406",14,"Winter",1,"Myotis_nigricans",2
"420",14,"Winter",2,"Myotis_nigricans",0
"1177",1,"Summer",1,"Myotis_riparius",0
"1191",1,"Summer",2,"Myotis_riparius",0
"1178",2,"Summer",1,"Myotis_riparius",0
"1192",2,"Summer",2,"Myotis_riparius",0
"1179",3,"Summer",1,"Myotis_riparius",0
"1193",3,"Summer",2,"Myotis_riparius",0
"1180",4,"Summer",1,"Myotis_riparius",0
"1194",4,"Summer",2,"Myotis_riparius",0
"1181",5,"Summer",1,"Myotis_riparius",0
"1195",5,"Summer",2,"Myotis_riparius",0
"1182",6,"Summer",1,"Myotis_riparius",0
"1196",6,"Summer",2,"Myotis_riparius",0
"1183",7,"Summer",1,"Myotis_riparius",0
"1197",7,"Summer",2,"Myotis_riparius",0
"1184",8,"Summer",1,"Myotis_riparius",0
"1198",8,"Summer",2,"Myotis_riparius",0
"1185",9,"Summer",1,"Myotis_riparius",0
"1199",9,"Summer",2,"Myotis_riparius",0
"1186",10,"Summer",1,"Myotis_riparius",1
"1200",10,"Summer",2,"Myotis_riparius",0
"1187",11,"Summer",1,"Myotis_riparius",0
"1201",11,"Summer",2,"Myotis_riparius",3
"1188",12,"Summer",1,"Myotis_riparius",0
"1202",12,"Summer",2,"Myotis_riparius",1
"1189",13,"Summer",1,"Myotis_riparius",1
"1203",13,"Summer",2,"Myotis_riparius",0
"1190",14,"Summer",1,"Myotis_riparius",0
"1204",14,"Summer",2,"Myotis_riparius",0
"421",1,"Winter",1,"Myotis_riparius",0
"435",1,"Winter",2,"Myotis_riparius",0
"422",2,"Winter",1,"Myotis_riparius",0
"436",2,"Winter",2,"Myotis_riparius",0
"423",3,"Winter",1,"Myotis_riparius",NA
"437",3,"Winter",2,"Myotis_riparius",NA
"424",4,"Winter",1,"Myotis_riparius",0
"438",4,"Winter",2,"Myotis_riparius",0
"425",5,"Winter",1,"Myotis_riparius",0
"439",5,"Winter",2,"Myotis_riparius",0
"426",6,"Winter",1,"Myotis_riparius",NA
"440",6,"Winter",2,"Myotis_riparius",NA
"427",7,"Winter",1,"Myotis_riparius",0
"441",7,"Winter",2,"Myotis_riparius",0
"428",8,"Winter",1,"Myotis_riparius",0
"442",8,"Winter",2,"Myotis_riparius",0
"429",9,"Winter",1,"Myotis_riparius",1
"443",9,"Winter",2,"Myotis_riparius",0
"430",10,"Winter",1,"Myotis_riparius",NA
"444",10,"Winter",2,"Myotis_riparius",NA
"431",11,"Winter",1,"Myotis_riparius",0
"445",11,"Winter",2,"Myotis_riparius",0
"432",12,"Winter",1,"Myotis_riparius",0
"446",12,"Winter",2,"Myotis_riparius",0
"433",13,"Winter",1,"Myotis_riparius",0
"447",13,"Winter",2,"Myotis_riparius",0
"434",14,"Winter",1,"Myotis_riparius",0
"448",14,"Winter",2,"Myotis_riparius",0
"1205",1,"Summer",1,"Myotis_ruber",0
"1219",1,"Summer",2,"Myotis_ruber",0
"1206",2,"Summer",1,"Myotis_ruber",0
"1220",2,"Summer",2,"Myotis_ruber",0
"1207",3,"Summer",1,"Myotis_ruber",0
"1221",3,"Summer",2,"Myotis_ruber",0
"1208",4,"Summer",1,"Myotis_ruber",0
"1222",4,"Summer",2,"Myotis_ruber",0
"1209",5,"Summer",1,"Myotis_ruber",0
"1223",5,"Summer",2,"Myotis_ruber",0
"1210",6,"Summer",1,"Myotis_ruber",0
"1224",6,"Summer",2,"Myotis_ruber",0
"1211",7,"Summer",1,"Myotis_ruber",0
"1225",7,"Summer",2,"Myotis_ruber",0
"1212",8,"Summer",1,"Myotis_ruber",0
"1226",8,"Summer",2,"Myotis_ruber",0
"1213",9,"Summer",1,"Myotis_ruber",0
"1227",9,"Summer",2,"Myotis_ruber",0
"1214",10,"Summer",1,"Myotis_ruber",0
"1228",10,"Summer",2,"Myotis_ruber",0
"1215",11,"Summer",1,"Myotis_ruber",0
"1229",11,"Summer",2,"Myotis_ruber",0
"1216",12,"Summer",1,"Myotis_ruber",0
"1230",12,"Summer",2,"Myotis_ruber",0
"1217",13,"Summer",1,"Myotis_ruber",0
"1231",13,"Summer",2,"Myotis_ruber",0
"1218",14,"Summer",1,"Myotis_ruber",0
"1232",14,"Summer",2,"Myotis_ruber",0
"449",1,"Winter",1,"Myotis_ruber",0
"463",1,"Winter",2,"Myotis_ruber",0
"450",2,"Winter",1,"Myotis_ruber",0
"464",2,"Winter",2,"Myotis_ruber",0
"451",3,"Winter",1,"Myotis_ruber",NA
"465",3,"Winter",2,"Myotis_ruber",NA
"452",4,"Winter",1,"Myotis_ruber",0
"466",4,"Winter",2,"Myotis_ruber",0
"453",5,"Winter",1,"Myotis_ruber",0
"467",5,"Winter",2,"Myotis_ruber",0
"454",6,"Winter",1,"Myotis_ruber",NA
"468",6,"Winter",2,"Myotis_ruber",NA
"455",7,"Winter",1,"Myotis_ruber",0
"469",7,"Winter",2,"Myotis_ruber",0
"456",8,"Winter",1,"Myotis_ruber",0
"470",8,"Winter",2,"Myotis_ruber",0
"457",9,"Winter",1,"Myotis_ruber",0
"471",9,"Winter",2,"Myotis_ruber",0
"458",10,"Winter",1,"Myotis_ruber",NA
"472",10,"Winter",2,"Myotis_ruber",NA
"459",11,"Winter",1,"Myotis_ruber",0
"473",11,"Winter",2,"Myotis_ruber",0
"460",12,"Winter",1,"Myotis_ruber",0
"474",12,"Winter",2,"Myotis_ruber",0
"461",13,"Winter",1,"Myotis_ruber",3
"475",13,"Winter",2,"Myotis_ruber",0
"462",14,"Winter",1,"Myotis_ruber",0
"476",14,"Winter",2,"Myotis_ruber",0
"1233",1,"Summer",1,"Myotis_sp1",0
"1247",1,"Summer",2,"Myotis_sp1",0
"1234",2,"Summer",1,"Myotis_sp1",0
"1248",2,"Summer",2,"Myotis_sp1",0
"1235",3,"Summer",1,"Myotis_sp1",0
"1249",3,"Summer",2,"Myotis_sp1",0
"1236",4,"Summer",1,"Myotis_sp1",0
"1250",4,"Summer",2,"Myotis_sp1",0
"1237",5,"Summer",1,"Myotis_sp1",0
"1251",5,"Summer",2,"Myotis_sp1",0
"1238",6,"Summer",1,"Myotis_sp1",0
"1252",6,"Summer",2,"Myotis_sp1",0
"1239",7,"Summer",1,"Myotis_sp1",0
"1253",7,"Summer",2,"Myotis_sp1",0
"1240",8,"Summer",1,"Myotis_sp1",1
"1254",8,"Summer",2,"Myotis_sp1",0
"1241",9,"Summer",1,"Myotis_sp1",0
"1255",9,"Summer",2,"Myotis_sp1",0
"1242",10,"Summer",1,"Myotis_sp1",1
"1256",10,"Summer",2,"Myotis_sp1",1
"1243",11,"Summer",1,"Myotis_sp1",0
"1257",11,"Summer",2,"Myotis_sp1",1
"1244",12,"Summer",1,"Myotis_sp1",0
"1258",12,"Summer",2,"Myotis_sp1",1
"1245",13,"Summer",1,"Myotis_sp1",0
"1259",13,"Summer",2,"Myotis_sp1",0
"1246",14,"Summer",1,"Myotis_sp1",0
"1260",14,"Summer",2,"Myotis_sp1",0
"477",1,"Winter",1,"Myotis_sp1",0
"491",1,"Winter",2,"Myotis_sp1",0
"478",2,"Winter",1,"Myotis_sp1",0
"492",2,"Winter",2,"Myotis_sp1",0
"479",3,"Winter",1,"Myotis_sp1",NA
"493",3,"Winter",2,"Myotis_sp1",NA
"480",4,"Winter",1,"Myotis_sp1",0
"494",4,"Winter",2,"Myotis_sp1",0
"481",5,"Winter",1,"Myotis_sp1",0
"495",5,"Winter",2,"Myotis_sp1",0
"482",6,"Winter",1,"Myotis_sp1",NA
"496",6,"Winter",2,"Myotis_sp1",NA
"483",7,"Winter",1,"Myotis_sp1",0
"497",7,"Winter",2,"Myotis_sp1",0
"484",8,"Winter",1,"Myotis_sp1",0
"498",8,"Winter",2,"Myotis_sp1",0
"485",9,"Winter",1,"Myotis_sp1",0
"499",9,"Winter",2,"Myotis_sp1",0
"486",10,"Winter",1,"Myotis_sp1",NA
"500",10,"Winter",2,"Myotis_sp1",NA
"487",11,"Winter",1,"Myotis_sp1",0
"501",11,"Winter",2,"Myotis_sp1",0
"488",12,"Winter",1,"Myotis_sp1",0
"502",12,"Winter",2,"Myotis_sp1",0
"489",13,"Winter",1,"Myotis_sp1",0
"503",13,"Winter",2,"Myotis_sp1",0
"490",14,"Winter",1,"Myotis_sp1",0
"504",14,"Winter",2,"Myotis_sp1",0
"1261",1,"Summer",1,"Pygoderma_bilabiatum",0
"1275",1,"Summer",2,"Pygoderma_bilabiatum",0
"1262",2,"Summer",1,"Pygoderma_bilabiatum",0
"1276",2,"Summer",2,"Pygoderma_bilabiatum",0
"1263",3,"Summer",1,"Pygoderma_bilabiatum",0
"1277",3,"Summer",2,"Pygoderma_bilabiatum",0
"1264",4,"Summer",1,"Pygoderma_bilabiatum",0
"1278",4,"Summer",2,"Pygoderma_bilabiatum",0
"1265",5,"Summer",1,"Pygoderma_bilabiatum",0
"1279",5,"Summer",2,"Pygoderma_bilabiatum",0
"1266",6,"Summer",1,"Pygoderma_bilabiatum",0
"1280",6,"Summer",2,"Pygoderma_bilabiatum",0
"1267",7,"Summer",1,"Pygoderma_bilabiatum",0
"1281",7,"Summer",2,"Pygoderma_bilabiatum",1
"1268",8,"Summer",1,"Pygoderma_bilabiatum",0
"1282",8,"Summer",2,"Pygoderma_bilabiatum",0
"1269",9,"Summer",1,"Pygoderma_bilabiatum",1
"1283",9,"Summer",2,"Pygoderma_bilabiatum",0
"1270",10,"Summer",1,"Pygoderma_bilabiatum",0
"1284",10,"Summer",2,"Pygoderma_bilabiatum",0
"1271",11,"Summer",1,"Pygoderma_bilabiatum",0
"1285",11,"Summer",2,"Pygoderma_bilabiatum",0
"1272",12,"Summer",1,"Pygoderma_bilabiatum",0
"1286",12,"Summer",2,"Pygoderma_bilabiatum",0
"1273",13,"Summer",1,"Pygoderma_bilabiatum",0
"1287",13,"Summer",2,"Pygoderma_bilabiatum",0
"1274",14,"Summer",1,"Pygoderma_bilabiatum",0
"1288",14,"Summer",2,"Pygoderma_bilabiatum",0
"505",1,"Winter",1,"Pygoderma_bilabiatum",0
"519",1,"Winter",2,"Pygoderma_bilabiatum",0
"506",2,"Winter",1,"Pygoderma_bilabiatum",0
"520",2,"Winter",2,"Pygoderma_bilabiatum",0
"507",3,"Winter",1,"Pygoderma_bilabiatum",NA
"521",3,"Winter",2,"Pygoderma_bilabiatum",NA
"508",4,"Winter",1,"Pygoderma_bilabiatum",0
"522",4,"Winter",2,"Pygoderma_bilabiatum",0
"509",5,"Winter",1,"Pygoderma_bilabiatum",0
"523",5,"Winter",2,"Pygoderma_bilabiatum",0
"510",6,"Winter",1,"Pygoderma_bilabiatum",NA
"524",6,"Winter",2,"Pygoderma_bilabiatum",NA
"511",7,"Winter",1,"Pygoderma_bilabiatum",0
"525",7,"Winter",2,"Pygoderma_bilabiatum",0
"512",8,"Winter",1,"Pygoderma_bilabiatum",0
"526",8,"Winter",2,"Pygoderma_bilabiatum",0
"513",9,"Winter",1,"Pygoderma_bilabiatum",0
"527",9,"Winter",2,"Pygoderma_bilabiatum",0
"514",10,"Winter",1,"Pygoderma_bilabiatum",NA
"528",10,"Winter",2,"Pygoderma_bilabiatum",NA
"515",11,"Winter",1,"Pygoderma_bilabiatum",0
"529",11,"Winter",2,"Pygoderma_bilabiatum",1
"516",12,"Winter",1,"Pygoderma_bilabiatum",0
